,rok,posel,okreg,klub,lista,partia
516,1952,Olga Dubik,Stargard Szczeciński,,,
517,1952,Kazimierz Dubowski,Olsztyn,,,
518,1952,Szymon Dulny,Ostrowiec Świętokrzyski,,,
519,1952,Jan Dumanowski,Krosno,,,
520,1952,Władysław Dworakowski,Łódź,,,
521,1952,Igor Dziaczkowski,Płock,,,
522,1952,Janina Dziadek,Gliwice,,,
523,1952,Franciszek Dzięcioł,Pułtusk,,,
524,1952,Maciej Elczewski,Koszalin,,,
525,1952,Jerzy Feliksiak,Zielona Góra,,,
526,1952,Franciszek Fiedler,Warszawa,,,
527,1952,Bolesław Fietko,Wałbrzych,,,
528,1952,Jan Frankowski,Ostrowiec Świętokrzyski,,,
529,1952,Eugenia Furmaniak,Bydgoszcz,,,
530,1952,Stanisław Gabryl,Gdynia,,,
531,1952,Jan Gawełko,Wałbrzych,,,
532,1952,Tadeusz Gede,Inowrocław,,,
533,1952,Edward Gierek,Sosnowiec,,,
534,1952,Kazimierz Głębski,Lublin,,,
535,1952,Wanda Gościmińska,Łódź,,,
536,1952,Władysław Grabowski,Prudnik,,,
537,1952,Karolina Grzegorczyk,Radom,,,
538,1952,Wacław Gumiński,Olsztyn,,,
539,1952,Władysława Gut,Tarnów,,,
540,1952,Michał Gwiazdowicz,Przasnysz,,,
541,1952,Władysław Hałaburda,Szamotuły,,,
542,1952,Wiktoria Hetmańska,Szamotuły,,,
543,1952,Julian Hochfeld,Radom,,,
544,1952,Mieczysław Hoffman,Jędrzejów,,,
545,1952,Paweł Hoffman,Krosno,,,
546,1952,Julian Horodecki,Zgierz,,,
547,1952,Dominik Horodyński,Częstochowa,,,
548,1952,Stefan Ignar,Zgierz,,,
549,1952,Maria Iskra,Chrzanów,,,
550,1952,Mikołaj Iwanow,Białystok,,,
551,1952,Jarosław Iwaszkiewicz,Poznań,,,
552,1952,Jan Izydorczyk,Leszno,,,
553,1952,Henryk Jabłoński,Łódź,,,
554,1952,Jan Jabłoński,Stargard Szczeciński,,,
555,1952,Władysław Jagusztyn,Jarosław,,,
556,1952,Tadeusz Janczyk,Szczecinek,,,
557,1952,Wacław Janikowski,Siedlce,,,
558,1952,Edward Januchowski,Poznań,,,
559,1952,Stanisław Janusz,Zielona Góra,,,
560,1952,Leon Jańczak,Ostrów Wielkopolski,,,
561,1952,Wanda Jarmołowicz-Podniesińska,Siedlce,,,
562,1952,Maria Jarochowska,Tarnobrzeg,,,
563,1952,Witold Jarosiński,Wrocław,,,
564,1952,Piotr Jaroszewicz,Radom,,,
565,1952,Stanisława Jaroszowa,Grudziądz,,,
566,1952,Maria Jaszczukowa,Bytom,,,
567,1952,Helena Jaworska,Koszalin,,,
568,1952,Marian Jaworski,Płock,,,
569,1952,Stefan Jędrychowski,Gdynia,,,
570,1952,Stanisława Jodłowska,Pruszków,,,
571,1952,Jerzy Jodłowski,Łódź,,,
572,1952,(Witold) Franciszek Jóźwiak,Lublin,,,
573,1952,Honorata Jurkowa,Mińsk Mazowiecki,,,
574,1952,Aleksander Juszkiewicz,Wrocław,,,
575,1952,Jan Kaj,Ostrów Wielkopolski,,,
576,1952,Józef Kalinowski,Zamość,,,
577,1952,Stefan Kalinowski,Gliwice,,,
578,1952,Stanisław Kaliszewski,Gorzów Wielkopolski,,,
579,1952,Marian Karasiński,Częstochowa,,,
580,1952,Józef Karweta,Chrzanów,,,
581,1952,Leon Kasman,Płock,,,
582,1952,Władysław Katuszewski,Pruszków,,,
583,1952,Bolesław Kieniewicz,Kraków,,,
584,1952,Józef Kieszczyński,Stalinogród,,,
585,1952,Adam Kiewicz,Wrocław,,,
586,1952,Jan Kijewski,Wrocław,,,
587,1952,Józef Kiliś,Kłodzko,,,
588,1952,Wiktoria Kipigroch,Piotrków Trybunalski,,,
589,1952,Romuald Kisielewski,Chełm,,,
590,1952,Adolf Kita,Kalisz,,,
591,1952,Jan Klecha,Chełm,,,
592,1952,Wiktor Eugeniusz Kłosiewicz,Bielsko-Biała,,,
593,1952,Paweł Kocot,Bytom,,,
594,1952,Władysław Korczyc,Szczecin,,,
595,1952,Jan Kornek,Opole,,,
596,1952,Henryk Korotyński,Pułtusk,,,
597,1952,Antoni Korzycki,Bydgoszcz,,,
598,1952,Wojciech Kosiba,Krosno,,,
599,1952,Roman Kosiorowski,Kraków,,,
600,1952,Józef Koszutski,Stalinogród,,,
601,1952,Józefa Kościelak,Kalisz,,,
602,1952,Stanisław Kowalczyk,Jelenia Góra,,,
603,1952,Władysław Kowalski,Skierniewice,,,
604,1952,Henryk Kowol,Stalinogród,,,
605,1952,Jadwiga Kozłowska,Kraków,,,
606,1952,Stanisław Kozubski,Kielce,,,
607,1952,Eugenia Krassowska,Białystok,,,
608,1952,Zofia Kręciwilk,Zielona Góra,,,
609,1952,Jan Aleksander Król,Kętrzyn,,,
610,1952,Franciszek Królikiewicz,Gdynia,,,
611,1952,Jan Królski,Poznań,,,
612,1952,Leon Kruczkowski,Jarosław,,,
613,1952,Stanisław Krupa,Kętrzyn,,,
614,1952,Józef Krzysztofik,Sosnowiec,,,
615,1952,Zygmunt Krzywański,Piotrków Trybunalski,,,
616,1952,Anna Krzyżak,Nowy Sącz,,,
617,1952,Władysław Krzyżański,Włocławek,,,
618,1952,Stanisław Kulczyński,Wrocław,,,
619,1952,Antoni Kuligowski,Wałbrzych,,,
620,1952,Zofia Kulińska,Koszalin,,,
621,1952,Jan Kulski,Ostrów Wielkopolski,,,
622,1952,Eustachy Kuroczko,Płock,,,
623,1952,Władysław Kuźniar,Bydgoszcz,,,
624,1952,Eugeniusz Kwiatek,Zgierz,,,
625,1952,Jerzy Lamuzga,Gliwice,,,
626,1952,Oskar Lange,Warszawa,,,
627,1952,Jadwiga Lekczyńska,Nowy Targ,,,
628,1952,Julianna Leśniak,Gdynia,,,
629,1952,Jadwiga Lewecka,Sosnowiec,,,
630,1952,Wacław Lewikowski,Koszalin,,,
631,1952,Pelagia Lewińska,Stargard Szczeciński,,,
632,1952,Stanisław Lipiński,Ostrów Wielkopolski,,,
633,1952,Feliks Lorek,Gorzów Wielkopolski,,,
634,1952,Stanisław Łapot,Ostrowiec Świętokrzyski,,,
635,1952,Arkadiusz Łaszewicz,Jarosław,,,
636,1952,Zofia Łaszkowska,Szczecinek,,,
637,1952,Władysław Łączyński,Przasnysz,,,
638,1952,Konstanty Łubieński,Siedlce,,,
639,1952,Antoni Maciejewski,Jędrzejów,,,
640,1952,Stanisław Maciński,Bytom,,,
641,1952,Eugeniusz Makowski,Ełk,,,
642,1952,Juliusz Malewski,Kętrzyn,,,
643,1952,Stanisław Malik,Nowy Targ,,,
644,1952,Antoni Maławski,Opole,,,
645,1952,Leonard Małecki,Pruszków,,,
646,1952,Stanisław Małolepszy,Radom,,,
647,1952,Teodor Marchlewski,Kraków,,,
648,1952,Wiktor Markiewka,Stalinogród,,,
649,1952,Józef Markow,Warszawa,,,
650,1952,Bronisław Marks,Warszawa,,,
651,1952,Antoni Matla,Radom,,,
652,1952,Stefan Matuszewski,Przasnysz,,,
653,1952,Władysław Matwin,Stalinogród,,,
654,1952,Franciszek Mazur,Wrocław,,,
655,1952,Janina Mazur,Radzyń Podlaski,,,
656,1952,Stanisław Mazur,Gniezno,,,
657,1952,Stanisław Mieczysław Mazur,Lublin,,,
658,1952,Helena Michalewicz,Jarosław,,,
659,1952,Kazimierz Mijal,Łódź,,,
660,1952,Hilary Minc,Stalinogród,,,
661,1952,Marian Minor,Zgierz,,,
662,1952,Andrzej Misiaszek,Sosnowiec,,,
663,1952,Edward Miszkurka,Jelenia Góra,,,
664,1952,Antoni Mitura,Zamość,,,
665,1952,Zenon Młotkiewicz,Wrocław,,,
666,1952,Jerzy Morawski,Kalisz,,,
667,1952,Gustaw Morcinek,Bielsko-Biała,,,
668,1952,Karol Moskwa,Bytom,,,
669,1952,Zygmunt Moskwa,Kielce,,,
670,1952,Lucjan Motyka,Nowy Sącz,,,
671,1952,Stanisław Mozol,Gorzów Wielkopolski,,,
672,1952,Jan Mrocheń,Prudnik,,,
673,1952,Stefan Mrowicki,Radzyń Podlaski,,,
674,1952,Marian Mrówczyński,Skierniewice,,,
675,1952,Tadeusz Mrugacz,Kraków,,,
676,1952,Franciszek Murawski,Gdańsk,,,
677,1952,Alicja Musiałowa,Nowy Sącz,,,
678,1952,Piotr Nahajowski,Inowrocław,,,
679,1952,Władysław Najdek,Szamotuły,,,
680,1952,Marian Naszkowski,Zielona Góra,,,
681,1952,Władysław Nawaduński,Pruszków,,,
682,1952,Wanda Nawrot,Jędrzejów,,,
683,1952,Antoni Niemiec,Jarosław,,,
684,1952,Ryszard Nieszporek,Zabrze,,,
685,1952,Józef Noga,Jędrzejów,,,
686,1952,Marian Nowacki,Leszno,,,
687,1952,Roman Nowak,Opole,,,
688,1952,Zenon Nowak,Gliwice,,,
689,1952,Małgorzata Nowicka,Nowy Targ,,,
690,1952,Stanisław Nowocień,Wałbrzych,,,
691,1952,Edward Ochab,Zabrze,,,
692,1952,Franciszek Ochmański,Włocławek,,,
693,1952,Maria Olejniczak,Zgierz,,,
694,1952,Władysław Oleś,Częstochowa,,,
695,1952,Józef Olszewski,Bytom,,,
696,1952,Stanisław Opałko,Jarosław,,,
697,1952,Edwarda Orłowska,Łomża,,,
698,1952,Edmund Osmańczyk,Stargard Szczeciński,,,
699,1952,Paweł Ostasiewicz,Łomża,,,
700,1952,Adolf Owczarczyk,Mińsk Mazowiecki,,,
701,1952,Józef Ozga-Michalski,Kielce,,,
702,1952,Marian Ozga,Krosno,,,
703,1952,Piotr Pacosz,Rzeszów,,,
704,1952,Henryk Papiński,Kielce,,,
705,1952,Helena Pasierb,Zamość,,,
706,1952,Helena Pasternak,Jarosław,,,
707,1952,Stanisław Pawlak,Kielce,,,
708,1952,Józef Pieprzyk,Szamotuły,,,
709,1952,Szymon Pietrzak,Płock,,,
710,1952,Stanisław Pingielski,Koszalin,,,
711,1952,Roman Piotrowski,Jelenia Góra,,,
712,1952,Józef Piskorski,Olsztyn,,,
713,1952,Irena Piwowarska,Kłodzko,,,
714,1952,Kornelia Plewińska,Łódź,,,
715,1952,Bolesław Podedworny,Łomża,,,
716,1952,Adam Polewka,Oświęcim,,,
717,1952,Mieczysław Popiel,Gdynia,,,
718,1952,Józef Popielas,Ostrów Wielkopolski,,,
719,1952,Jerzy Popko,Lublin,,,
720,1952,Stanisław Popławski,Wrocław,,,
721,1952,Karol Pordzik,Prudnik,,,
722,1952,Bronisław Półturzycki,Bydgoszcz,,,
723,1952,Eugenia Pragierowa,Bielsko-Biała,,,
724,1952,Jadwiga Prawdzicowa,Piotrków Trybunalski,,,
725,1952,Jerzy Pryma,Chrzanów,,,
726,1952,Edmund Pszczółkowski,Szamotuły,,,
727,1952,Jan Ptasiński,Łódź,,,
728,1952,Maria Puchacz,Radzyń Podlaski,,,
729,1952,Jerzy Putrament,Radom,,,
730,1952,Janina Pyłka,Wrocław,,,
731,1952,Jan Pypeć,Chrzanów,,,
732,1952,Jan Rabanowski,Kętrzyn,,,
733,1952,Stanisław Radkiewicz,Gdańsk,,,
734,1952,Adam Rapacki,Bydgoszcz,,,
735,1952,Stefan Ratajczak,Leszno,,,
736,1952,Włodzimierz Reczek,Nowy Targ,,,
737,1952,Tadeusz Rek,Jelenia Góra,,,
738,1952,August Rogala,Olsztyn,,,
739,1952,Władysław Rogut,Piotrków Trybunalski,,,
740,1952,Konstanty Rokossowski,Warszawa,,,
741,1952,Jan Rotkiewicz,Olsztyn,,,
742,1952,Aleksander Rozmiarek,Gniezno,,,
743,1952,Wacław Rózga,Tarnobrzeg,,,
744,1952,Mieczysław Różański,Płock,,,
745,1952,Lucjan Rudnicki,Piotrków Trybunalski,,,
746,1952,Bolesław Rumiński,Oświęcim,,,
747,1952,Jan Rustecki,Wałbrzych,,,
748,1952,Stanisława Rutkowska,Warszawa,,,
749,1952,Marian Rybicki,Pułtusk,,,
750,1952,Paweł Rybka,Zamość,,,
751,1952,Kazimierz Rynkiewicz,Szczecinek,,,
752,1952,Michał Rysiński,Wrocław,,,
753,1952,Bronisława Rzytelewska,Grudziądz,,,
754,1952,Stanisław Sadowski,Ełk,,,
755,1952,Franciszek Sawczyk,Grudziądz,,,
756,1952,Wacław Schayer,Grudziądz,,,
757,1952,Jan Sendek,Wrocław,,,
758,1952,Józef Siemieniec,Kielce,,,
759,1952,Bolesław Sinicki,Kłodzko,,,
760,1952,Stanisław Sitek,Zamość,,,
761,1952,Zygmunt Skibniewski,Warszawa,,,
762,1952,Gerhard Skok,Kętrzyn,,,
763,1952,Ignacy Skowroński,Leszno,,,
764,1952,Zdzisław Skórzyński,Warszawa,,,
765,1952,Jan Skruszewicz,Włocławek,,,
766,1952,Stanisław Skrzeszewski,Tarnów,,,
767,1952,Teofil Socha,Prudnik,,,
768,1952,Włodzimierz Sokorski,Łomża,,,
769,1952,Stanisław Sołdek,Gdańsk,,,
770,1952,Sergiusz Soroko,Łomża,,,
771,1952,Władysław Witold Spychalski,Szczecin,,,
772,1952,Stanisław Stachacz,Inowrocław,,,
773,1952,Jan Stachura,Szczecin,,,
774,1952,Zofia Staros,Inowrocław,,,
775,1952,Leon Stasiak,Kalisz,,,
776,1952,Ludomir Stasiak,Włocławek,,,
777,1952,Eugeniusz Stawiński,Pabianice,,,
778,1952,Jan Stelmach,Ostrowiec Świętokrzyski,,,
779,1952,Maria Stelmach,Pruszków,,,
780,1952,Franciszek Stopa,Chełm,,,
781,1952,Włodzimierz Strażewski,Poznań,,,
782,1952,Bolesław Strużek,Radzyń Podlaski,,,
783,1952,Tadeusz Strzałkowski,Ełk,,,
784,1952,Ryszard Strzelecki,Pruszków,,,
785,1952,Zdzisław Studziński,Gdańsk,,,
786,1952,Tomasz Suszczyński,Pabianice,,,
787,1952,Anna Szadkowska,Zgierz,,,
788,1952,Michał Szaroch,Kalisz,,,
789,1952,Szczepan Szczeniowski,Poznań,,,
790,1952,Włodzimierz Szczepanik,Tarnobrzeg,,,
791,1952,Amelia Szczerba,Wałbrzych,,,
792,1952,Stanisław Szerszeń,Gliwice,,,
793,1952,Jan Szkop,Chrzanów,,,
794,1952,Irena Sztachelska,Gniezno,,,
795,1952,Jerzy Sztachelski,Białystok,,,
796,1952,Józef Szydło,Radom,,,
797,1952,Eugeniusz Szyr,Gliwice,,,
798,1952,Wacław Śliwiński,Siedlce,,,
799,1952,Henryk Świątkowski,Zamość,,,
800,1952,Piotr Świetlik,Tarnobrzeg,,,
801,1952,Anna Tarniewicz,Jelenia Góra,,,
802,1952,Michalina Tatarkówna-Majkowska,Łódź,,,
803,1952,Józef Tazbir,Kalisz,,,
804,1952,Stanisław Teisseyre,Gdynia,,,
805,1952,Jerzy Teliga,Mińsk Mazowiecki,,,
806,1952,Walenty Titkow,Mińsk Mazowiecki,,,
807,1952,Stanisław Tkaczow,Rzeszów,,,
808,1952,Andrzej Toczek,Gorzów Wielkopolski,,,
809,1952,Tadeusz Toczek,Wałbrzych,,,
810,1952,Julian Tokarski,Tarnobrzeg,,,
811,1952,Stanisław Tołwiński,Grudziądz,,,
812,1952,Walenty Tomaka,Rzeszów,,,
813,1952,Piotr Tomasik,Radom,,,
814,1952,Edmund Tomaszewski,Siedlce,,,
815,1952,Zofia Tomczyk,Prudnik,,,
816,1952,Aniela Tomiak,Oświęcim,,,
817,1952,Antoni Tracikiewicz,Warszawa,,,
818,1952,Alfred Trawiński,Lublin,,,
819,1952,Krystyna Trepa,Szczecinek,,,
820,1952,Jan Trusz,Gdańsk,,,
821,1952,Edward Turowski,Olsztyn,,,
822,1952,Józefa Ulkowska,Łódź,,,
823,1952,Stanisław Urbańczyk,Łódź,,,
824,1952,Karol Waduła,Zabrze,,,
825,1952,Stanisław Wais,Krosno,,,
826,1952,Józef Waliczek,Gliwice,,,
827,1952,Władysław Wałęski,Pabianice,,,
828,1952,Franciszek Waniołka,Bielsko-Biała,,,
829,1952,Zofia Wasilkowska,Włocławek,,,
830,1952,Mieczysław Wągrowski,Gdańsk,,,
831,1952,Jan Karol Wende,Chełm,,,
832,1952,Andrzej Werblan,Jędrzejów,,,
833,1952,Augustyn Wiatr,Kielce,,,
834,1952,Władysław Wicha,Warszawa,,,
835,1952,Helena Wieczorek,Leszno,,,
836,1952,Tadeusz Wieczorek,Prudnik,,,
837,1952,Jan Wiktor,Nowy Targ,,,
838,1952,Władysław Wilczyński,Ostrowiec Świętokrzyski,,,
839,1952,Kazimierz Witaszewski,Kłodzk,,,
840,1952,Władysław Wodziński,Kłodzk,,,
841,1952,Paweł Wojas,Olsztyn,,,
842,1952,Apolinary Wojciechowski,Przasnysz,,,
843,1952,Grzegorz Wojciechowski,Ełk,,,
844,1952,Stanisław Wojciechowski,Tarnów,,,
845,1952,Andrzej Wojtkowski,Lublin,,,
846,1952,Władysław Wołczko,Radzyń Podlaski,,,
847,1952,Paweł Woszek,Opole,,,
848,1952,Wiktor Woźniak,Nowy Sącz,,,
849,1952,Zenon Wróblewski,Nowy Sącz,,,
850,1952,Czesław Wycech,Gdynia,,,
851,1952,Kazimierz Wyka,Chrzanów,,,
852,1952,Józef Wysocki,Szamotuły,,,
853,1952,Mieczysław Wysocki,Przasnysz,,,
854,1952,Witold Zacharewicz,Inowrocław,,,
855,1952,Roman Zambrowski,Rzeszów,,,
856,1952,Jan Zamecki,Lublin,,,
857,1952,Tadeusz Zastawnik,Jelenia Góra,,,
858,1952,Aleksander Zawadzki,Sosnowiec,,,
859,1952,Józef Zbudniewek,Skierniewice,,,
860,1952,Zofia Zemanek,Tarnów,,,
861,1952,Stanisław Zgórski,Rzeszów,,,
862,1952,Jadwiga Zubrycka,Białystok,,,
863,1952,Olga Zwierzyna-Hora,Oświęcim,,,
864,1952,Józef Zychowicz,Łomża,,,
865,1952,Olga Żebroń,Chełm,,,
866,1952,Kiejstut Żemaitis,Częstochowa,,,
867,1952,Stefan Żółkiewski,Leszno,,,
868,1957,Eugeniusz Ajnenkiel,Łódź,PZPR,,
869,1957,Jerzy Albrecht,Warszawa,PZPR,,
870,1957,Aleksander Aleksandrowicz,Parczew,ZSL,,
871,1957,Antoni Andreasik,Wałbrzych,bezp.,,
872,1957,Roman Arendarski,Myślibórz,ZSL,,
873,1957,Ignacy Bacia,Zawiercie,bezp.,,
874,1957,Wacław Balcerski,Gdańsk,bezp.,,
875,1957,Józef Balcerzak,Pabianice,ZSL,,
876,1957,Kazimierz Banach,Tczew,ZSL,,
877,1957,Feliks Baranowski,Brodnica,PZPR,,
878,1957,Józef Baron,Opole,ZSL,,
879,1957,Roman Bartkiewicz,Ostrowiec Świętokrzyski,ZSL,,
880,1957,Stefan Batorski,Chorzów,bezp.,,
881,1957,Stanisław Bednarowicz,Częstochowa,bezp.,,
882,1957,Andrzej Benesz,Koszalin,SD,,
883,1957,Józef Berenc,Piotrków Trybunalski,ZSL,,
884,1957,Irena Białówna,Białystok,bezp.,,
885,1957,Edward Biały,Jędrzejów,ZSL,,
886,1957,Edward Bieńkowski,Poznań,PZPR,,
887,1957,Remigiusz Bierzanek,Łódź,bezp.,,
888,1957,Alojzy Biłko,Bielsko-Biała,ZSL,,
889,1957,Stanisław Binek,Piła,PZPR,,
890,1957,Jan Bobro,Nowy Targ,PZPR,,
891,1957,Mieczysław Bogusławski,Jelenia Góra,SD,,
892,1957,Jan Bonowicz,Toruń,ZSL,,
893,1957,Józef Borecki,Siedlce,SD,,
894,1957,Leon Brudziński,Prudnik,PZPR,,
895,1957,Józef Bruski,Toruń,PZPR,,
896,1957,Stefan Brzeziński,Ostrów Wielkopolski,SD,,
897,1957,Jan Brzoza,Pabianice,bezp.,,
898,1957,Piotr Brzóska,Zabrze,PZPR,,
899,1957,Jerzy Bukowski,Warszawa,bezp.,,
900,1957,Eugeniusz Bula,Dębica,PZPR,,
901,1957,Andrzej Burda,Lublin,PZPR,,
902,1957,Aleksander Burski,Nowa Sól,PZPR,,
903,1957,Leon Chajn,Warszawa,SD,,
904,1957,Stefan Cichosz,Starachowice,PZPR,,
905,1957,Stanisław Cieślak,Myślenice,ZSL,,
906,1957,Józef Ciuba,Chrzanów,ZSL,,
907,1957,Tadeusz Cynkin,Kraków,PZPR,,
908,1957,Józef Cyrankiewicz,Kraków,PZPR,,
909,1957,Józef Czapski,Zamość,SD,,
910,1957,Antoni Czech,Radzyń Podlaski,PZPR,,
911,1957,Jan Dąb-Kocioł,Inowrocław,ZSL,,
912,1957,Paweł Dąbek,Tomaszów Lubelski,PZPR,,
913,1957,Kazimierz Dąbrowski,Nowy Targ,PZPR,,
914,1957,Witold Dąbrowski,Tomaszów Mazowiecki,PZPR,,
915,1957,Makary Demianowicz,Bielsk Podlaski,PZPR,,
916,1957,Ostap Dłuski,Opole,PZPR,,
917,1957,Feliks Dobrowolski,Gorzów Wielkopolski,bezp.,,
918,1957,Janina Doliwa,Słupsk,PZPR,,
919,1957,Wit Drapich,Szczecin,PZPR,,
920,1957,Bolesław Drobner,Kraków,PZPR,,
921,1957,Jan Drożdziuk,Radzyń Podlaski,ZSL,,
922,1957,Edward Drożniak,Częstochowa,PZPR,,
923,1957,Bronisław Drzewiecki,Kutno,ZSL,,
924,1957,Magdalena Dubiel,Tarnowskie Góry,bezp.,,
925,1957,Paweł Dubiel,Chorzów,SD,,
926,1957,Antoni Dulemba,Kraków,PZPR,,
927,1957,Jan Dusza,Jasło,ZSL,,
928,1957,Józef Farny,Rybnik,PZPR,,
929,1957,Stanisław Fenert,Parczew,PZPR,,
930,1957,Teofil Fleischer,Zielona Góra,PZPR,,
931,1957,Józef Florczak,Wałbrzych,PZPR,,
932,1957,Paweł Fojcik,Bytom,bezp.,,
933,1957,Mirosław Foltynowicz,Jarocin,bezp.,,
934,1957,Władysław Fołta,Jarosław,ZSL,,
935,1957,Jan Frankowski,Ostrowiec Świętokrzyski,bezp.,,
936,1957,Jan Frey-Bielecki,Warszawa,PZPR,,
937,1957,Janusz Fudalej,Ostrowiec Świętokrzyski,PZPR,,
938,1957,Stanisław Gabryl,Jasło,SD,,
939,1957,Piotr Gajewski,Warszawa,PZPR,,
940,1957,Marcin Galek,Słupsk,ZSL,,
941,1957,Bolesław Galiński,Wieluń,ZSL,,
942,1957,Jan Gałązka,Gliwice,PZPR,,
943,1957,Czesław Garbacik,Sanok,ZSL,,
944,1957,Marian Garlicki,Zabrze,bezp.,,
945,1957,Zygmunt Garstecki,Rybnik,ZSL,,
946,1957,Karol Garwoliński,Elbląg,bezp.,,
947,1957,Władysław Gawlas,Bielsko-Biała,SD,,
948,1957,Władysław Gawlik,Chełm,ZSL,,
949,1957,Feliks Gawroński,Koszalin,PZPR,,
950,1957,Stanisław Gawrych,Gniezno,ZSL,,
951,1957,Zbigniew Gertych,Nowy Sącz,PZPR,,
952,1957,Roman Gesing,Dębica,ZSL,,
953,1957,Władysław Giemza,Starachowice,ZSL,,
954,1957,Edward Gierek,Sosnowiec,PZPR,,
955,1957,Tadeusz Gierzyński,Płock,SD,,
956,1957,Antoni Gładysz,Tarnów,bezp.,,
957,1957,Andrzej Głowacki,Elbląg,ZSL,,
958,1957,Teofil Głowacki,Tomaszów Lubelski,PZPR,,
959,1957,Stefan Gołębiowski,Ciechanów,bezp.,,
960,1957,Władysław Gomułka,Warszawa,PZPR,,
961,1957,Lucjan Gonciarz,Ostrowiec Świętokrzyski,PZPR,,
962,1957,Stefan Górecki,Bydgoszcz,SD,,
963,1957,Michał Grendys,Dębica,SD,,
964,1957,Józef Grzecznarowski,Radom,PZPR,,
965,1957,Antoni Grzywa,Oświęcim,PZPR,,
966,1957,Ignacy Grzywacz,Piaseczno,ZSL,,
967,1957,Zygmunt Hagedorny,Ciechanów,ZSL,,
968,1957,Ryszard Hajduk,Opole,PZPR,,
969,1957,Wit Hanke,Katowice,PZPR,,
970,1957,Stanisław Hasiak,Radom,PZPR,,
971,1957,Jan Hebda,Brzeg,PZPR,,
972,1957,Stanisław Hertel,Nowe Miasto Lubawskie,PZPR,,
973,1957,Ryszard Hill,Pruszków,PZPR,,
974,1957,Julian Hochfeld,Radom,PZPR,,
975,1957,Julian Horodecki,Pabianice,ZSL,,
976,1957,Zygmunt Horowski,Piła,PZPR,,
977,1957,Jerzy Hryniewiecki,Warszawa,bezp.,,
978,1957,Stanisław Hudak,Gniezno,PZPR,,
979,1957,Czesław Hudowicz,Piła,ZSL,,
980,1957,Stefan Ignar,Zgierz,ZSL,,
981,1957,Tadeusz Ilczuk,Siedlce,ZSL,,
982,1957,Jarosław Iwaszkiewicz,Warszawa,bezp.,,
983,1957,Jan Izydorczyk,Jarocin,PZPR,,
984,1957,Henryk Jabłoński,Ostrów Wielkopolski,PZPR,,
985,1957,Bolesław Jackiewicz,Kielce,bezp. ZNAK,,
986,1957,Mieczysław Jagielski,Słupsk,PZPR,,
987,1957,Jan Jagodziński,Ostrołęka,PZPR,,
988,1957,Władysław Jagusztyn,Rzeszów,ZSL,,
989,1957,Bronisław Jakubiak,Pruszków,ZSL,,
990,1957,Albin Jakubowski,Inowrocław,ZSL,,
991,1957,Zbigniew Jakus,Kraków,PZPR,,
992,1957,Adam Jakuszko,Myślibórz,PZPR,,
993,1957,Marian Jamka,Kłodzko,PZPR,,
994,1957,Włodzimierz Janiurek,Gliwice,PZPR,,
995,1957,Irena Jankiewicz,Inowrocław,bezp.,,
996,1957,Zbigniew Januszko,Nowe Miasto Lubawskie,PZPR,,
997,1957,Józef Jarmuł,Opole,PZPR,,
998,1957,Witold Jarosiński,Grudziądz,PZPR,,
999,1957,Piotr Jaroszewicz,Jasło,PZPR,,
1000,1957,Henryk Jaroszyk,Szczecinek,ZSL,,
1001,1957,Bolesław Jaszczuk,Bielsko-Biała,PZPR,,
1002,1957,Helena Jaworska,Warszawa,PZPR,,
1003,1957,Marian Jaworski,Piaseczno,PZPR,,
1004,1957,Aleksander Jaźwiński,Białystok,ZSL,,
1005,1957,Henryk Jendza,Szczecin,PZPR,,
1006,1957,Emil Jerzyk,Jasło,PZPR,,
1007,1957,Stefan Jędrychowski,Gdańsk,PZPR,,
1008,1957,Jerzy Jodłowski,Łódź,SD,,
1009,1957,Zuzanna Josińska,Nowa Sól,bezp.,,
1010,1957,Tadeusz Jóźwiak,Ostrołęka,PZPR,,
1011,1957,Bronisław Juźków,Szczecinek,bezp.,,
1012,1957,Józef Kachel,Bytom,PZPR,,
1013,1957,Julian Kadlof,Gorzów Wielkopolski,ZSL,,
1014,1957,Stefan Kamiński,Mrągowo,PZPR,,
1015,1957,Kazimierz Kaniuga,Tomaszów Lubelski,ZSL,,
1016,1957,Tomasz Karkowski,Olkusz,ZSL,,
1017,1957,Franciszek Karłowski,Wołomin,PZPR,,
1018,1957,Ludwik Karolczak,Wałbrzych,PZPR,,
1019,1957,Wincenty Karuga,Prudnik,bezp.,,
1020,1957,Tadeusz Kazimierski,Szamotuły,ZSL,,
1021,1957,Franciszek Kempa,Bytom,PZPR,,
1022,1957,Feliks Kędzierski,Tuchola,PZPR,,
1023,1957,Józef Kędzierski,Przemyśl,bezp.,,
1024,1957,Wacław Kiełczewski,Poznań,bezp.,,
1025,1957,Józef Kieszczyński,Zawiercie,PZPR,,
1026,1957,Stefan Kisielewski,Wrocław,bezp. ZNAK,,
1027,1957,Andrzej Kisielski,Płock,PZPR,,
1028,1957,Stefan Klejnik,Tomaszów Mazowiecki,ZSL,,
1029,1957,Zenon Kliszko,Gdynia,PZPR,,
1030,1957,Julian Kliś,Kłodzko,ZSL,,
1031,1957,Stanisław Klusek,Końskie,PZPR,,
1032,1957,Zygmunt Kluza,Rzeszów,PZPR,,
1033,1957,Jan Kłoczko,Suwałki,PZPR,,
1034,1957,Bogusław Kogut,Konin,PZPR,,
1035,1957,Miron Kołakowski,Częstochowa,bezp. ZNAK,,
