,rok,posel,okreg,klub,lista,partia
8241,2011,Kazimierz Moskal,Rzeszów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8242,2011,Czesław Mroczek,Siedlce,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8243,2011,Maciej Mroczek,Zielona Góra,Koło Poselskie Ruch Palikota,Ruch Palikota,
8244,2011,Izabela Katarzyna Mrzygłocka,Wałbrzych,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8245,2011,Joanna Mucha,Lublin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8246,2011,Arkadiusz Mularczyk,Nowy Sącz,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8247,2011,Killion Munyama,Piła,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8248,2011,Tadeusz Naguszewski,Elbląg,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8249,2011,Piotr Naimski,Nowy Sącz,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8250,2011,Jacek Najder,Piła,Koło Poselskie Biało-Czerwoni,Ruch Palikota,
8251,2011,Grzegorz Napieralski,Szczecin,Koło Poselskie Biało-Czerwoni,Sojusz Lewicy Demokratycznej,
8252,2011,Elżbieta Nawrocka,Sieradz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8253,2011,Anna Nemś,Sosnowiec,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8254,2011,Sławomir Neumann,Gdańsk,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8255,2011,Marek Niedbała,Poznań,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8256,2011,Dorota Niedziela,Kraków,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8257,2011,Małgorzata Niemczyk,Łódź,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8258,2011,Stefan Niesiołowski,Zielona Góra,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8259,2011,Maria Nowak,Katowice,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8260,2011,Sławomir Nowak,Gdańsk,Posłowie niezrzeszeni,Platforma Obywatelska,
8261,2011,Tomasz Piotr Nowak,Konin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8262,2011,Wanda Nowicka,Warszawa,Posłowie niezrzeszeni,Ruch Palikota,
8263,2011,Mirosława Nykiel,Bielsko-Biała,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8264,2011,Marzena Okła-Drewnowicz,Kielce,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8265,2011,Janina Okrągły,Opole,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8266,2011,Alicja Olechowska,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8267,2011,Cezary Olejniczak,Sieradz,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8268,2011,Halina Olendzka,Kielce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8269,2011,Paweł Olszewski,Bydgoszcz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8270,2011,Marek Opioła,Płock,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8271,2011,Andrzej Orzechowski,Olsztyn,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8272,2011,Maciej Orzechowski,Kalisz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8273,2011,Artur Ostrowski,Piotrków Trybunalski,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8274,2011,Jacek Osuch,Kraków,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8275,2011,Konstanty Oświęcimski,Szczecin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8276,2011,Krystyna Ozga,Piotrków Trybunalski,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8277,2011,Stanisław Ożóg,Rzeszów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8278,2011,Zbigniew Pacelt,Kielce,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8279,2011,Michał Tomasz Pacholski,Sieradz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Ruch Palikota,
8280,2011,Witold Pahl,Zielona Góra,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8281,2011,Janusz Palikot,Warszawa,Koło Poselskie Ruch Palikota,Ruch Palikota,
8282,2011,Anna Paluch,Nowy Sącz,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8283,2011,Paweł Papke,Olsztyn,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8284,2011,Urszula Pasławska,Olsztyn,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8285,2011,Mirosław Pawlak,Kielce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8286,2011,Waldemar Pawlak,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8287,2011,Krystyna Pawłowicz,Siedlce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8288,2011,Wojciech Penkalski,Elbląg,Posłowie niezrzeszeni,Ruch Palikota,
8289,2011,Małgorzata Pępek,Bielsko-Biała,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8290,2011,Andrzej Piątak,Szczecin,Posłowie niezrzeszeni,Ruch Palikota,
8291,2011,Bolesław Grzegorz Piecha,Rybnik,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8292,2011,Janusz Piechociński,Warszawa,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8293,2011,Sławomir Jan Piechota,Wrocław,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8294,2011,Elżbieta Apolonia Pierzchała,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8295,2011,Danuta Pietraszewska,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8296,2011,Lucjan Marek Pietrzczyk,Kielce,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8297,2011,Jarosław Pięta,Sosnowiec,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8298,2011,Stanisław Pięta,Bielsko-Biała,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8299,2011,Dariusz Piontkowski,Białystok,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8300,2011,Stanisław Piotrowicz,Krosno,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8301,2011,Teresa Piotrowska,Bydgoszcz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8302,2011,Julia Pitera,Płock,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8303,2011,Kazimierz Plocke,Gdynia,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8304,2011,Marek Plura,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8305,2011,Mirosław Pluta,Rzeszów,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8306,2011,Jerzy Polaczek,Gliwice,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8307,2011,Marek Polak,Kraków,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8308,2011,Piotr Polak,Sieradz,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8309,2011,Agnieszka Pomaska,Gdańsk,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8310,2011,Krzysztof Popiołek,Rzeszów,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8311,2011,Zofia Popiołek,Lublin,Koło Poselskie Ruch Palikota,Ruch Palikota,
8312,2011,Marek Poręba,Rzeszów,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8313,2011,Krystyna Poślednia,Konin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8314,2011,Marek Poznański,Chełm,Posłowie niezrzeszeni,Ruch Palikota,
8315,2011,Stanisława Prządka,Siedlce,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8316,2011,Piotr Pyzik,Gliwice,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8317,2011,Józef Racki,Kalisz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8318,2011,Damian Raczkowski,Białystok,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8319,2011,Elżbieta Radziszewska,Piotrków Trybunalski,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8320,2011,Elżbieta Rafalska,Zielona Góra,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8321,2011,Grzegorz Raniewicz,Chełm,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8322,2011,Ireneusz Raś,Kraków,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8323,2011,Jerzy Rębek,Chełm,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8324,2011,Adam Rogacki,Kalisz,Posłowie niezrzeszeni,Prawo i Sprawiedliwość,
8325,2011,Józef Rojek,Tarnów,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8326,2011,Andrzej Romanek,Nowy Sącz,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8327,2011,Dariusz Rosati,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8328,2011,Andrzej Rozenek,Katowice,Koło Poselskie Biało-Czerwoni,Ruch Palikota,
8329,2011,Halina Rozpondek,Częstochowa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8330,2011,Urszula Rusecka,Tarnów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8331,2011,Jarosław Rusiecki,Kielce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8332,2011,Beata Rusinowska,Płock,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8333,2011,Dorota Rutkowska,Piotrków Trybunalski,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8334,2011,Jakub Rutnicki,Piła,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8335,2011,Adam Rybakowicz,Białystok,Koło Poselskie Ruch Palikota,Ruch Palikota,
8336,2011,Sławomir Rybicki,Elbląg,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8337,2011,Armand Kamil Ryfiński,Radom,Posłowie niezrzeszeni,Ruch Palikota,
8338,2011,Zbigniew Rynasiewicz,Rzeszów,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8339,2011,Marek Rząsa,Krosno,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8340,2011,Bogdan Rzońca,Krosno,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8341,2011,Jan Rzymełka,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8342,2011,Małgorzata Sadurska,Lublin,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8343,2011,Paweł Sajak,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Ruch Palikota,
8344,2011,Wojciech Saługa,Sosnowiec,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8345,2011,Jacek Sasin,Warszawa,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8346,2011,Marek Sawicki,Siedlce,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8347,2011,Jerzy Sądel,Częstochowa,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8348,2011,Grzegorz Schetyna,Legnica,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8349,2011,Grzegorz Schreiber,Sieradz,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8350,2011,Małgorzata Sekuła-Szmajdzińska,Legnica,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8351,2011,Dariusz Seliga,Piotrków Trybunalski,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8352,2011,Jarosław Sellin,Gdynia,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8353,2011,Edward Siarka,Nowy Sącz,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8354,2011,Krystyna Sibińska,Zielona Góra,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8355,2011,Henryk Siedlaczek,Rybnik,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8356,2011,Radosław Sikorski,Bydgoszcz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8357,2011,Krystyna Skowrońska,Rzeszów,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8358,2011,Bożena Sławiak,Zielona Góra,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8359,2011,Waldemar Sługocki,Zielona Góra,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8360,2011,Andrzej Smirnow,Warszawa,Klub Parlamentarny Prawo i Sprawiedliwość,Platforma Obywatelska,
8361,2011,Henryk Smolarz,Lublin,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8362,2011,Tomasz Smolarz,Wałbrzych,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8363,2011,Kazimierz Smoliński,Gdańsk,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8364,2011,Anna Elżbieta Sobecka,Toruń,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8365,2011,Czesław Sobierajski,Rybnik,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8366,2011,Krzysztof Sońta,Radom,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8367,2011,Aleksander Sosna,Białystok,Klub Poselski Sojusz Lewicy Demokratycznej,Platforma Obywatelska,
8368,2011,Zbigniew Sosnowski,Toruń,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8369,2011,Lech Sprawka,Lublin,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8370,2011,Katarzyna Stachowicz,Sosnowiec,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8371,2011,Lidia Staroń,Olsztyn,Posłowie niezrzeszeni,Platforma Obywatelska,
8372,2011,Jarosław Stawiarski,Lublin,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8373,2011,Franciszek Jerzy Stefaniuk,Chełm,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8374,2011,Marek Stolarski,Gliwice,Klub Poselski Sojusz Lewicy Demokratycznej,Ruch Palikota,
8375,2011,Stefan Strzałkowski,Koszalin,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8376,2011,Michał Stuligrosz,Poznań,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8377,2011,Wiesław Suchowiejko,Koszalin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8378,2011,Marek Suski,Radom,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8379,2011,Paweł Suski,Koszalin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8380,2011,Miron Sycz,Elbląg,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8381,2011,Paweł Szałamacha,Piła,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8382,2011,Wojciech Szarama,Katowice,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8383,2011,Michał Szczerba,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8384,2011,Krzysztof Szczerski,Kraków,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8385,2011,Jolanta Szczypińska,Gdynia,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8386,2011,Adam Szejnfeld,Piła,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8387,2011,Piotr Szeliga,Chełm,Posłowie niezrzeszeni,Prawo i Sprawiedliwość,
8388,2011,Andrzej Szlachta,Rzeszów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8389,2011,Jerzy Szmit,Olsztyn,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8390,2011,Grzegorz Sztolcman,Częstochowa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8391,2011,Andrzej Sztorc,Tarnów,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8392,2011,Jakub Szulc,Wałbrzych,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8393,2011,Krystyna Szumilas,Gliwice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8394,2011,Stanisław Szwed,Bielsko-Biała,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8395,2011,Beata Szydło,Kraków,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8396,2011,Bożena Szydłowska,Poznań,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8397,2011,Tomasz Szymański,Toruń,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8398,2011,Halina Szymiec-Raczyńska,Wałbrzych,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Ruch Palikota,
8399,2011,Jan Szyszko,Warszawa,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8400,2011,Iwona Śledzińska-Katarasińska,Łódź,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8401,2011,Janusz Śniadek,Gdynia,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8402,2011,Jacek Świat,Wrocław,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8403,2011,Marcin Święcicki,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8404,2011,Bogdan Święczkowski,Wałbrzych,,Prawo i Sprawiedliwość,
8405,2011,Teresa Świło,Wałbrzych,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8406,2011,Krzysztof Tchórzewski,Siedlce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8407,2011,Robert Telus,Piotrków Trybunalski,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8408,2011,Ryszard Terlecki,Kraków,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8409,2011,Grzegorz Tobiszowski,Katowice,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8410,2011,Genowefa Tokarska,Chełm,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8411,2011,Piotr Tomański,Krosno,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8412,2011,Irena Tomaszak-Zesiuk,Konin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8413,2011,Jan Tomaszewski,Łódź,Klub Parlamentarny Platforma Obywatelska,Prawo i Sprawiedliwość,
8414,2011,Tadeusz Tomaszewski,Konin,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8415,2011,Jacek Tomczak,Poznań,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8416,2011,Cezary Tomczyk,Sieradz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8417,2011,Tomasz Tomczykiewicz,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8418,2011,Aleksandra Trybuś-Cieślar,Bielsko-Biała,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8419,2011,Donald Tusk,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8420,2011,Łukasz Tusk,Opole,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8421,2011,Robert Tyszkiewicz,Białystok,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8422,2011,Kazimierz Michał Ujazdowski,Wrocław,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8423,2011,der Coghen Piotr Van,Sosnowiec,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8424,2011,Jan Vincent-Rostowski,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8425,2011,Piotr Walkowski,Kalisz,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8426,2011,Robert Wardzała,Tarnów,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8427,2011,Jan Warzecha,Rzeszów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8428,2011,Witold Waszczykowski,Łódź,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8429,2011,Jerzy Wenderlich,Toruń,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8430,2011,Monika Wielichowska,Wałbrzych,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8431,2011,Przemysław Wipler,Warszawa,Posłowie niezrzeszeni,Prawo i Sprawiedliwość,
8432,2011,Jadwiga Wiśniewska,Częstochowa,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8433,2011,Mariusz Witczak,Kalisz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8434,2011,Elżbieta Witek,Legnica,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8435,2011,Marcin Witko,Piotrków Trybunalski,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8436,2011,Radosław Witkowski,Radom,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8437,2011,Zbigniew Włodkowski,Olsztyn,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8438,2011,Norbert Wojnarowski,Legnica,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8439,2011,Michał Wojtkiewicz,Tarnów,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8440,2011,Marek Wojtkowski,Toruń,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8441,2011,Ewa Wolak,Wrocław,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8442,2011,Bogusław Wontor,Zielona Góra,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8443,2011,Grzegorz Adam Woźniak,Siedlce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8444,2011,Małgorzata Woźniak,Radom,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8445,2011,Tadeusz Woźniak,Sieradz,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8446,2011,Marek Wójcik,Katowice,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8447,2011,Marzena Dorota Wróbel,Radom,Posłowie niezrzeszeni,Prawo i Sprawiedliwość,
8448,2011,Maciej Wydrzyński,Toruń,Koło Poselskie Ruch Palikota,Ruch Palikota,
8449,2011,Stanisław Wziątek,Koszalin,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8450,2011,Zbyszek Zaborowski,Katowice,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8451,2011,Jadwiga Zakrzewska,Warszawa,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8452,2011,Anna Zalewska,Wałbrzych,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8453,2011,Renata Zaremba,Szczecin,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8454,2011,Ryszard Zawadzki,Rybnik,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8455,2011,Sławomir Zawiślak,Chełm,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8456,2011,Łukasz Zbonikowski,Toruń,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8457,2011,Ryszard Zbrzyzny,Legnica,Klub Poselski Sojusz Lewicy Demokratycznej,Sojusz Lewicy Demokratycznej,
8458,2011,Bogdan Zdrojewski,Wrocław,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8459,2011,Piotr Zgorzelski,Płock,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8460,2011,Jarosław Zieliński,Białystok,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8461,2011,Maciej Zieliński,Wrocław,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8462,2011,Wojciech Ziemniak,Kalisz,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
8463,2011,Jerzy Ziętek,Katowice,Posłowie niezrzeszeni,Platforma Obywatelska,
8464,2011,Jan Ziobro,Tarnów,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8465,2011,Kazimierz Ziobro,Krosno,Klub Parlamentarny Zjednoczona Prawica,Prawo i Sprawiedliwość,
8466,2011,Kosma Złotowski,Bydgoszcz,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8467,2011,Maria Zuba,Kielce,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8468,2011,Wojciech Zubowski,Legnica,Klub Parlamentarny Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,
8469,2011,Józef Zych,Zielona Góra,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8470,2011,Jarosław Żaczek,Lublin,Klub Parlamentarny Sprawiedliwa Polska,Prawo i Sprawiedliwość,
8471,2011,Jacek Żalek,Białystok,Klub Parlamentarny Zjednoczona Prawica,Platforma Obywatelska,
8472,2011,Stanisław Żelichowski,Elbląg,Klub Parlamentarny Polskiego Stronnictwa Ludowego,Polskie Stronnictwo Ludowe,
8473,2011,Stanisław Żmijan,Chełm,Klub Parlamentarny Platforma Obywatelska,Platforma Obywatelska,
